"Rank","Team","Record","Points","PV.Rank","Voter","Week"
1,"Alabama","1-0",1518,"1","ap","Week 2"
2,"Clemson","1-0",1416,"2","ap","Week 2"
3,"Florida State","1-0",1413,"4","ap","Week 2"
4,"Ohio State","1-0",1324,"6","ap","Week 2"
5,"Michigan","1-0",1261,"7","ap","Week 2"
6,"Houston","1-0",1243,"15","ap","Week 2"
7,"Stanford","1-0",1140,"8","ap","Week 2"
8,"Washington","1-0",884,"14","ap","Week 2"
9,"Georgia","1-0",877,"18","ap","Week 2"
10,"Wisconsin","1-0",759,"-","ap","Week 2"
11,"Texas","1-0",743,"-","ap","Week 2"
12,"Michigan State","1-0",722,"12","ap","Week 2"
13,"Louisville","1-0",686,"19","ap","Week 2"
14,"Oklahoma","0-1",664,"3","ap","Week 2"
15,"TCU","1-0",635,"13","ap","Week 2"
16,"Iowa","1-0",588,"17","ap","Week 2"
17,"Tennessee","1-0",573,"9","ap","Week 2"
18,"Notre Dame","0-1",528,"10","ap","Week 2"
19,"Mississippi","0-1",493,"11","ap","Week 2"
20,"Texas A&M","1-0",477,"-","ap","Week 2"
21,"LSU","0-1",423,"5","ap","Week 2"
22,"Oklahoma State","1-0",409,"21","ap","Week 2"
23,"Baylor","1-0",296,"23","ap","Week 2"
24,"Oregon","1-0",242,"24","ap","Week 2"
25,"Miami","1-0",137,"-","ap","Week 2"
1,"Alabama","1-0",1518,"1","adam-jude","Week 2"
2,"Florida State","1-0",1413,"4","adam-jude","Week 2"
3,"Houston","1-0",1243,"15","adam-jude","Week 2"
4,"Clemson","1-0",1416,"2","adam-jude","Week 2"
5,"Ohio State","1-0",1324,"6","adam-jude","Week 2"
6,"Michigan","1-0",1261,"7","adam-jude","Week 2"
7,"Stanford","1-0",1140,"8","adam-jude","Week 2"
8,"Wisconsin","1-0",759,"-","adam-jude","Week 2"
9,"Texas","1-0",743,"-","adam-jude","Week 2"
10,"TCU","1-0",635,"13","adam-jude","Week 2"
11,"Notre Dame","0-1",528,"10","adam-jude","Week 2"
12,"Michigan State","1-0",722,"12","adam-jude","Week 2"
13,"Oklahoma","0-1",664,"3","adam-jude","Week 2"
14,"Baylor","1-0",296,"23","adam-jude","Week 2"
15,"Washington","1-0",884,"14","adam-jude","Week 2"
16,"Georgia","1-0",877,"18","adam-jude","Week 2"
17,"LSU","0-1",423,"5","adam-jude","Week 2"
18,"Iowa","1-0",588,"17","adam-jude","Week 2"
19,"Utah","1-0",43,"-","adam-jude","Week 2"
20,"San Diego State","1-0",37,"-","adam-jude","Week 2"
21,"Oregon","1-0",242,"24","adam-jude","Week 2"
22,"Mississippi","0-1",493,"11","adam-jude","Week 2"
23,"Tennessee","1-0",573,"9","adam-jude","Week 2"
24,"Texas A&M","1-0",477,"-","adam-jude","Week 2"
25,"Nebraska","1-0",13,"-","adam-jude","Week 2"
1,"Alabama","1-0",1518,"1","adam-zucker","Week 2"
2,"Florida State","1-0",1413,"4","adam-zucker","Week 2"
3,"Clemson","1-0",1416,"2","adam-zucker","Week 2"
4,"Ohio State","1-0",1324,"6","adam-zucker","Week 2"
5,"Houston","1-0",1243,"15","adam-zucker","Week 2"
6,"Michigan","1-0",1261,"7","adam-zucker","Week 2"
7,"Stanford","1-0",1140,"8","adam-zucker","Week 2"
8,"Michigan State","1-0",722,"12","adam-zucker","Week 2"
9,"Georgia","1-0",877,"18","adam-zucker","Week 2"
10,"Washington","1-0",884,"14","adam-zucker","Week 2"
11,"Louisville","1-0",686,"19","adam-zucker","Week 2"
12,"Texas","1-0",743,"-","adam-zucker","Week 2"
13,"Wisconsin","1-0",759,"-","adam-zucker","Week 2"
14,"Oklahoma State","1-0",409,"21","adam-zucker","Week 2"
15,"Texas A&M","1-0",477,"-","adam-zucker","Week 2"
16,"Iowa","1-0",588,"17","adam-zucker","Week 2"
17,"Notre Dame","0-1",528,"10","adam-zucker","Week 2"
18,"Tennessee","1-0",573,"9","adam-zucker","Week 2"
19,"Mississippi","0-1",493,"11","adam-zucker","Week 2"
20,"Oklahoma","0-1",664,"3","adam-zucker","Week 2"
21,"Baylor","1-0",296,"23","adam-zucker","Week 2"
22,"LSU","0-1",423,"5","adam-zucker","Week 2"
23,"Brigham Young","1-0",5,"-","adam-zucker","Week 2"
24,"Boise State","1-0",50,"-","adam-zucker","Week 2"
25,"San Diego State","1-0",37,"-","adam-zucker","Week 2"
1,"Alabama","1-0",1518,"1","andy-greder","Week 2"
2,"Clemson","1-0",1416,"2","andy-greder","Week 2"
3,"Florida State","1-0",1413,"4","andy-greder","Week 2"
4,"Ohio State","1-0",1324,"6","andy-greder","Week 2"
5,"Michigan","1-0",1261,"7","andy-greder","Week 2"
6,"Stanford","1-0",1140,"8","andy-greder","Week 2"
7,"Michigan State","1-0",722,"12","andy-greder","Week 2"
8,"Houston","1-0",1243,"15","andy-greder","Week 2"
9,"Oklahoma","0-1",664,"3","andy-greder","Week 2"
10,"LSU","0-1",423,"5","andy-greder","Week 2"
11,"Tennessee","1-0",573,"9","andy-greder","Week 2"
12,"Oklahoma State","1-0",409,"21","andy-greder","Week 2"
13,"Iowa","1-0",588,"17","andy-greder","Week 2"
14,"Notre Dame","0-1",528,"10","andy-greder","Week 2"
15,"Mississippi","0-1",493,"11","andy-greder","Week 2"
16,"TCU","1-0",635,"13","andy-greder","Week 2"
17,"Georgia","1-0",877,"18","andy-greder","Week 2"
18,"North Carolina","0-1",23,"-","andy-greder","Week 2"
19,"Oregon","1-0",242,"24","andy-greder","Week 2"
20,"Baylor","1-0",296,"23","andy-greder","Week 2"
21,"Florida","1-0",117,"25","andy-greder","Week 2"
22,"Washington","1-0",884,"14","andy-greder","Week 2"
23,"Louisville","1-0",686,"19","andy-greder","Week 2"
24,"Wisconsin","1-0",759,"-","andy-greder","Week 2"
25,"Texas","1-0",743,"-","andy-greder","Week 2"
1,"Alabama","1-0",1518,"1","bill-landis","Week 2"
2,"Houston","1-0",1243,"15","bill-landis","Week 2"
3,"Florida State","1-0",1413,"4","bill-landis","Week 2"
4,"Clemson","1-0",1416,"2","bill-landis","Week 2"
5,"Ohio State","1-0",1324,"6","bill-landis","Week 2"
6,"Michigan","1-0",1261,"7","bill-landis","Week 2"
7,"Wisconsin","1-0",759,"-","bill-landis","Week 2"
8,"Texas","1-0",743,"-","bill-landis","Week 2"
9,"Stanford","1-0",1140,"8","bill-landis","Week 2"
10,"Georgia","1-0",877,"18","bill-landis","Week 2"
11,"Texas A&M","1-0",477,"-","bill-landis","Week 2"
12,"Louisville","1-0",686,"19","bill-landis","Week 2"
13,"TCU","1-0",635,"13","bill-landis","Week 2"
14,"Washington","1-0",884,"14","bill-landis","Week 2"
15,"Mississippi","0-1",493,"11","bill-landis","Week 2"
16,"Oklahoma","0-1",664,"3","bill-landis","Week 2"
17,"Iowa","1-0",588,"17","bill-landis","Week 2"
18,"Oklahoma State","1-0",409,"21","bill-landis","Week 2"
19,"Oregon","1-0",242,"24","bill-landis","Week 2"
20,"Michigan State","1-0",722,"12","bill-landis","Week 2"
21,"Notre Dame","0-1",528,"10","bill-landis","Week 2"
22,"LSU","0-1",423,"5","bill-landis","Week 2"
23,"Miami","1-0",137,"-","bill-landis","Week 2"
24,"Tennessee","1-0",573,"9","bill-landis","Week 2"
25,"UCLA","0-1",62,"-","bill-landis","Week 2"
1,"Alabama","1-0",1518,"1","bob-asmussen","Week 2"
2,"Clemson","1-0",1416,"2","bob-asmussen","Week 2"
3,"Ohio State","1-0",1324,"6","bob-asmussen","Week 2"
4,"Florida State","1-0",1413,"4","bob-asmussen","Week 2"
5,"Michigan","1-0",1261,"7","bob-asmussen","Week 2"
6,"Houston","1-0",1243,"15","bob-asmussen","Week 2"
7,"Georgia","1-0",877,"18","bob-asmussen","Week 2"
8,"Oklahoma","0-1",664,"3","bob-asmussen","Week 2"
9,"Stanford","1-0",1140,"8","bob-asmussen","Week 2"
10,"Wisconsin","1-0",759,"-","bob-asmussen","Week 2"
11,"LSU","0-1",423,"5","bob-asmussen","Week 2"
12,"Michigan State","1-0",722,"12","bob-asmussen","Week 2"
13,"Washington","1-0",884,"14","bob-asmussen","Week 2"
14,"Texas","1-0",743,"-","bob-asmussen","Week 2"
15,"Notre Dame","0-1",528,"10","bob-asmussen","Week 2"
16,"Louisville","1-0",686,"19","bob-asmussen","Week 2"
17,"Tennessee","1-0",573,"9","bob-asmussen","Week 2"
18,"Texas A&M","1-0",477,"-","bob-asmussen","Week 2"
19,"Mississippi","0-1",493,"11","bob-asmussen","Week 2"
20,"Iowa","1-0",588,"17","bob-asmussen","Week 2"
21,"Florida","1-0",117,"25","bob-asmussen","Week 2"
22,"TCU","1-0",635,"13","bob-asmussen","Week 2"
23,"Baylor","1-0",296,"23","bob-asmussen","Week 2"
24,"Oregon","1-0",242,"24","bob-asmussen","Week 2"
25,"Miami","1-0",137,"-","bob-asmussen","Week 2"
1,"Alabama","1-0",1518,"1","brent-axe","Week 2"
2,"Florida State","1-0",1413,"4","brent-axe","Week 2"
3,"Clemson","1-0",1416,"2","brent-axe","Week 2"
4,"Ohio State","1-0",1324,"6","brent-axe","Week 2"
5,"Houston","1-0",1243,"15","brent-axe","Week 2"
6,"Michigan","1-0",1261,"7","brent-axe","Week 2"
7,"Stanford","1-0",1140,"8","brent-axe","Week 2"
8,"Texas","1-0",743,"-","brent-axe","Week 2"
9,"Wisconsin","1-0",759,"-","brent-axe","Week 2"
10,"Georgia","1-0",877,"18","brent-axe","Week 2"
11,"Texas A&M","1-0",477,"-","brent-axe","Week 2"
12,"Washington","1-0",884,"14","brent-axe","Week 2"
13,"Louisville","1-0",686,"19","brent-axe","Week 2"
14,"TCU","1-0",635,"13","brent-axe","Week 2"
15,"Iowa","1-0",588,"17","brent-axe","Week 2"
16,"Michigan State","1-0",722,"12","brent-axe","Week 2"
17,"Notre Dame","0-1",528,"10","brent-axe","Week 2"
18,"Oklahoma State","1-0",409,"21","brent-axe","Week 2"
19,"Oklahoma","0-1",664,"3","brent-axe","Week 2"
20,"LSU","0-1",423,"5","brent-axe","Week 2"
21,"Tennessee","1-0",573,"9","brent-axe","Week 2"
22,"Baylor","1-0",296,"23","brent-axe","Week 2"
23,"Florida","1-0",117,"25","brent-axe","Week 2"
24,"Oregon","1-0",242,"24","brent-axe","Week 2"
25,"Mississippi","0-1",493,"11","brent-axe","Week 2"
1,"Alabama","1-0",1518,"1","brett-mcmurphy","Week 2"
2,"Florida State","1-0",1413,"4","brett-mcmurphy","Week 2"
3,"Clemson","1-0",1416,"2","brett-mcmurphy","Week 2"
4,"Houston","1-0",1243,"15","brett-mcmurphy","Week 2"
5,"Ohio State","1-0",1324,"6","brett-mcmurphy","Week 2"
6,"Texas","1-0",743,"-","brett-mcmurphy","Week 2"
7,"Wisconsin","1-0",759,"-","brett-mcmurphy","Week 2"
8,"Michigan","1-0",1261,"7","brett-mcmurphy","Week 2"
9,"Stanford","1-0",1140,"8","brett-mcmurphy","Week 2"
10,"Notre Dame","0-1",528,"10","brett-mcmurphy","Week 2"
11,"Washington","1-0",884,"14","brett-mcmurphy","Week 2"
12,"Texas A&M","1-0",477,"-","brett-mcmurphy","Week 2"
13,"Mississippi","0-1",493,"11","brett-mcmurphy","Week 2"
14,"Georgia","1-0",877,"18","brett-mcmurphy","Week 2"
15,"Louisville","1-0",686,"19","brett-mcmurphy","Week 2"
16,"Oklahoma State","1-0",409,"21","brett-mcmurphy","Week 2"
17,"TCU","1-0",635,"13","brett-mcmurphy","Week 2"
18,"Michigan State","1-0",722,"12","brett-mcmurphy","Week 2"
19,"Oregon","1-0",242,"24","brett-mcmurphy","Week 2"
20,"Miami","1-0",137,"-","brett-mcmurphy","Week 2"
21,"San Diego State","1-0",37,"-","brett-mcmurphy","Week 2"
22,"Tennessee","1-0",573,"9","brett-mcmurphy","Week 2"
23,"Oklahoma","0-1",664,"3","brett-mcmurphy","Week 2"
24,"LSU","0-1",423,"5","brett-mcmurphy","Week 2"
25,"North Carolina","0-1",23,"-","brett-mcmurphy","Week 2"
1,"Alabama","1-0",1518,"1","brian-howell","Week 2"
2,"Clemson","1-0",1416,"2","brian-howell","Week 2"
3,"Florida State","1-0",1413,"4","brian-howell","Week 2"
4,"Ohio State","1-0",1324,"6","brian-howell","Week 2"
5,"Michigan","1-0",1261,"7","brian-howell","Week 2"
6,"Stanford","1-0",1140,"8","brian-howell","Week 2"
7,"Tennessee","1-0",573,"9","brian-howell","Week 2"
8,"Houston","1-0",1243,"15","brian-howell","Week 2"
9,"TCU","1-0",635,"13","brian-howell","Week 2"
10,"Oklahoma","0-1",664,"3","brian-howell","Week 2"
11,"Michigan State","1-0",722,"12","brian-howell","Week 2"
12,"Washington","1-0",884,"14","brian-howell","Week 2"
13,"Mississippi","0-1",493,"11","brian-howell","Week 2"
14,"Texas","1-0",743,"-","brian-howell","Week 2"
15,"Notre Dame","0-1",528,"10","brian-howell","Week 2"
16,"Baylor","1-0",296,"23","brian-howell","Week 2"
17,"Miami","1-0",137,"-","brian-howell","Week 2"
18,"Wisconsin","1-0",759,"-","brian-howell","Week 2"
19,"LSU","0-1",423,"5","brian-howell","Week 2"
20,"Georgia","1-0",877,"18","brian-howell","Week 2"
21,"San Diego State","1-0",37,"-","brian-howell","Week 2"
22,"Texas A&M","1-0",477,"-","brian-howell","Week 2"
23,"Iowa","1-0",588,"17","brian-howell","Week 2"
24,"Louisville","1-0",686,"19","brian-howell","Week 2"
25,"Oklahoma State","1-0",409,"21","brian-howell","Week 2"
1,"Alabama","1-0",1518,"1","chris-murray","Week 2"
2,"Florida State","1-0",1413,"4","chris-murray","Week 2"
3,"Clemson","1-0",1416,"2","chris-murray","Week 2"
4,"Houston","1-0",1243,"15","chris-murray","Week 2"
5,"Ohio State","1-0",1324,"6","chris-murray","Week 2"
6,"Stanford","1-0",1140,"8","chris-murray","Week 2"
7,"Michigan","1-0",1261,"7","chris-murray","Week 2"
8,"Michigan State","1-0",722,"12","chris-murray","Week 2"
9,"Texas","1-0",743,"-","chris-murray","Week 2"
10,"Georgia","1-0",877,"18","chris-murray","Week 2"
11,"Washington","1-0",884,"14","chris-murray","Week 2"
12,"TCU","1-0",635,"13","chris-murray","Week 2"
13,"Utah","1-0",43,"-","chris-murray","Week 2"
14,"Louisville","1-0",686,"19","chris-murray","Week 2"
15,"Notre Dame","0-1",528,"10","chris-murray","Week 2"
16,"Wisconsin","1-0",759,"-","chris-murray","Week 2"
17,"Texas A&M","1-0",477,"-","chris-murray","Week 2"
18,"Oklahoma","0-1",664,"3","chris-murray","Week 2"
19,"Mississippi","0-1",493,"11","chris-murray","Week 2"
20,"Oklahoma State","1-0",409,"21","chris-murray","Week 2"
21,"Iowa","1-0",588,"17","chris-murray","Week 2"
22,"Baylor","1-0",296,"23","chris-murray","Week 2"
23,"Oregon","1-0",242,"24","chris-murray","Week 2"
24,"San Diego State","1-0",37,"-","chris-murray","Week 2"
25,"LSU","0-1",423,"5","chris-murray","Week 2"
1,"Alabama","1-0",1518,"1","chuck-carlton","Week 2"
2,"Florida State","1-0",1413,"4","chuck-carlton","Week 2"
3,"Clemson","1-0",1416,"2","chuck-carlton","Week 2"
4,"Michigan","1-0",1261,"7","chuck-carlton","Week 2"
5,"Ohio State","1-0",1324,"6","chuck-carlton","Week 2"
6,"Houston","1-0",1243,"15","chuck-carlton","Week 2"
7,"Stanford","1-0",1140,"8","chuck-carlton","Week 2"
8,"TCU","1-0",635,"13","chuck-carlton","Week 2"
9,"Michigan State","1-0",722,"12","chuck-carlton","Week 2"
10,"Georgia","1-0",877,"18","chuck-carlton","Week 2"
11,"Washington","1-0",884,"14","chuck-carlton","Week 2"
12,"Iowa","1-0",588,"17","chuck-carlton","Week 2"
13,"Louisville","1-0",686,"19","chuck-carlton","Week 2"
14,"Oklahoma State","1-0",409,"21","chuck-carlton","Week 2"
15,"Texas A&M","1-0",477,"-","chuck-carlton","Week 2"
16,"Oklahoma","0-1",664,"3","chuck-carlton","Week 2"
17,"Wisconsin","1-0",759,"-","chuck-carlton","Week 2"
18,"Texas","1-0",743,"-","chuck-carlton","Week 2"
19,"Tennessee","1-0",573,"9","chuck-carlton","Week 2"
20,"LSU","0-1",423,"5","chuck-carlton","Week 2"
21,"Baylor","1-0",296,"23","chuck-carlton","Week 2"
22,"Utah","1-0",43,"-","chuck-carlton","Week 2"
23,"Notre Dame","0-1",528,"10","chuck-carlton","Week 2"
24,"UCLA","0-1",62,"-","chuck-carlton","Week 2"
25,"Mississippi","0-1",493,"11","chuck-carlton","Week 2"
1,"Alabama","1-0",1518,"1","dana-sulonen","Week 2"
2,"Florida State","1-0",1413,"4","dana-sulonen","Week 2"
3,"Clemson","1-0",1416,"2","dana-sulonen","Week 2"
4,"Michigan","1-0",1261,"7","dana-sulonen","Week 2"
5,"Ohio State","1-0",1324,"6","dana-sulonen","Week 2"
6,"Stanford","1-0",1140,"8","dana-sulonen","Week 2"
7,"Houston","1-0",1243,"15","dana-sulonen","Week 2"
8,"Oklahoma","0-1",664,"3","dana-sulonen","Week 2"
9,"Tennessee","1-0",573,"9","dana-sulonen","Week 2"
10,"Michigan State","1-0",722,"12","dana-sulonen","Week 2"
11,"LSU","0-1",423,"5","dana-sulonen","Week 2"
12,"Mississippi","0-1",493,"11","dana-sulonen","Week 2"
13,"Notre Dame","0-1",528,"10","dana-sulonen","Week 2"
14,"Georgia","1-0",877,"18","dana-sulonen","Week 2"
15,"Washington","1-0",884,"14","dana-sulonen","Week 2"
16,"Louisville","1-0",686,"19","dana-sulonen","Week 2"
17,"TCU","1-0",635,"13","dana-sulonen","Week 2"
18,"Iowa","1-0",588,"17","dana-sulonen","Week 2"
19,"Oklahoma State","1-0",409,"21","dana-sulonen","Week 2"
20,"Oregon","1-0",242,"24","dana-sulonen","Week 2"
21,"Baylor","1-0",296,"23","dana-sulonen","Week 2"
22,"Texas","1-0",743,"-","dana-sulonen","Week 2"
23,"Wisconsin","1-0",759,"-","dana-sulonen","Week 2"
24,"Texas A&M","1-0",477,"-","dana-sulonen","Week 2"
25,"UCLA","0-1",62,"-","dana-sulonen","Week 2"
1,"Alabama","1-0",1518,"1","dave-southorn","Week 2"
2,"Florida State","1-0",1413,"4","dave-southorn","Week 2"
3,"Clemson","1-0",1416,"2","dave-southorn","Week 2"
4,"Ohio State","1-0",1324,"6","dave-southorn","Week 2"
5,"Michigan","1-0",1261,"7","dave-southorn","Week 2"
6,"Houston","1-0",1243,"15","dave-southorn","Week 2"
7,"Stanford","1-0",1140,"8","dave-southorn","Week 2"
8,"Wisconsin","1-0",759,"-","dave-southorn","Week 2"
9,"TCU","1-0",635,"13","dave-southorn","Week 2"
10,"Texas","1-0",743,"-","dave-southorn","Week 2"
11,"Oklahoma","0-1",664,"3","dave-southorn","Week 2"
12,"Georgia","1-0",877,"18","dave-southorn","Week 2"
13,"Michigan State","1-0",722,"12","dave-southorn","Week 2"
14,"Iowa","1-0",588,"17","dave-southorn","Week 2"
15,"Washington","1-0",884,"14","dave-southorn","Week 2"
16,"Notre Dame","0-1",528,"10","dave-southorn","Week 2"
17,"Louisville","1-0",686,"19","dave-southorn","Week 2"
18,"Tennessee","1-0",573,"9","dave-southorn","Week 2"
19,"Miami","1-0",137,"-","dave-southorn","Week 2"
20,"LSU","0-1",423,"5","dave-southorn","Week 2"
21,"Texas A&M","1-0",477,"-","dave-southorn","Week 2"
22,"Mississippi","0-1",493,"11","dave-southorn","Week 2"
23,"Oklahoma State","1-0",409,"21","dave-southorn","Week 2"
24,"Baylor","1-0",296,"23","dave-southorn","Week 2"
25,"San Diego State","1-0",37,"-","dave-southorn","Week 2"
1,"Alabama","1-0",1518,"1","david-briggs","Week 2"
2,"Clemson","1-0",1416,"2","david-briggs","Week 2"
3,"Florida State","1-0",1413,"4","david-briggs","Week 2"
4,"Michigan","1-0",1261,"7","david-briggs","Week 2"
5,"Ohio State","1-0",1324,"6","david-briggs","Week 2"
6,"Houston","1-0",1243,"15","david-briggs","Week 2"
7,"Stanford","1-0",1140,"8","david-briggs","Week 2"
8,"Georgia","1-0",877,"18","david-briggs","Week 2"
9,"Washington","1-0",884,"14","david-briggs","Week 2"
10,"Oklahoma","0-1",664,"3","david-briggs","Week 2"
11,"Wisconsin","1-0",759,"-","david-briggs","Week 2"
12,"Mississippi","0-1",493,"11","david-briggs","Week 2"
13,"Michigan State","1-0",722,"12","david-briggs","Week 2"
14,"Texas","1-0",743,"-","david-briggs","Week 2"
15,"Texas A&M","1-0",477,"-","david-briggs","Week 2"
16,"Iowa","1-0",588,"17","david-briggs","Week 2"
17,"Notre Dame","0-1",528,"10","david-briggs","Week 2"
18,"Louisville","1-0",686,"19","david-briggs","Week 2"
19,"TCU","1-0",635,"13","david-briggs","Week 2"
20,"LSU","0-1",423,"5","david-briggs","Week 2"
21,"Oklahoma State","1-0",409,"21","david-briggs","Week 2"
22,"Oregon","1-0",242,"24","david-briggs","Week 2"
23,"North Carolina","0-1",23,"-","david-briggs","Week 2"
24,"Tennessee","1-0",573,"9","david-briggs","Week 2"
25,"Baylor","1-0",296,"23","david-briggs","Week 2"
1,"Florida State","1-0",1413,"4","ed-daigneault","Week 2"
2,"Alabama","1-0",1518,"1","ed-daigneault","Week 2"
3,"Clemson","1-0",1416,"2","ed-daigneault","Week 2"
4,"Michigan","1-0",1261,"7","ed-daigneault","Week 2"
5,"Ohio State","1-0",1324,"6","ed-daigneault","Week 2"
6,"Houston","1-0",1243,"15","ed-daigneault","Week 2"
7,"TCU","1-0",635,"13","ed-daigneault","Week 2"
8,"Stanford","1-0",1140,"8","ed-daigneault","Week 2"
9,"Louisville","1-0",686,"19","ed-daigneault","Week 2"
10,"Washington","1-0",884,"14","ed-daigneault","Week 2"
11,"Iowa","1-0",588,"17","ed-daigneault","Week 2"
12,"Michigan State","1-0",722,"12","ed-daigneault","Week 2"
13,"Wisconsin","1-0",759,"-","ed-daigneault","Week 2"
14,"Oklahoma","0-1",664,"3","ed-daigneault","Week 2"
15,"LSU","0-1",423,"5","ed-daigneault","Week 2"
16,"Texas A&M","1-0",477,"-","ed-daigneault","Week 2"
17,"Texas","1-0",743,"-","ed-daigneault","Week 2"
18,"Notre Dame","0-1",528,"10","ed-daigneault","Week 2"
19,"Georgia","1-0",877,"18","ed-daigneault","Week 2"
20,"Tennessee","1-0",573,"9","ed-daigneault","Week 2"
21,"Utah","1-0",43,"-","ed-daigneault","Week 2"
22,"Florida","1-0",117,"25","ed-daigneault","Week 2"
23,"Oklahoma State","1-0",409,"21","ed-daigneault","Week 2"
24,"Oregon","1-0",242,"24","ed-daigneault","Week 2"
25,"Baylor","1-0",296,"23","ed-daigneault","Week 2"
1,"Alabama","1-0",1518,"1","ed-johnson","Week 2"
2,"Ohio State","1-0",1324,"6","ed-johnson","Week 2"
3,"Houston","1-0",1243,"15","ed-johnson","Week 2"
4,"Florida State","1-0",1413,"4","ed-johnson","Week 2"
5,"Clemson","1-0",1416,"2","ed-johnson","Week 2"
6,"Michigan","1-0",1261,"7","ed-johnson","Week 2"
7,"Georgia","1-0",877,"18","ed-johnson","Week 2"
8,"Wisconsin","1-0",759,"-","ed-johnson","Week 2"
9,"Stanford","1-0",1140,"8","ed-johnson","Week 2"
10,"Washington","1-0",884,"14","ed-johnson","Week 2"
11,"Louisville","1-0",686,"19","ed-johnson","Week 2"
12,"Texas A&M","1-0",477,"-","ed-johnson","Week 2"
13,"Tennessee","1-0",573,"9","ed-johnson","Week 2"
14,"Oklahoma","0-1",664,"3","ed-johnson","Week 2"
15,"LSU","0-1",423,"5","ed-johnson","Week 2"
16,"Baylor","1-0",296,"23","ed-johnson","Week 2"
